## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=qc_plots/Cu-1h.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=/srv/scratch/shared/nandi/projects/training-camp-2016/run/Cu-1h/out/align/rep1/Cu-1h_S4_L001_R1_001.trim.PE2SE.nodup.bam OUTPUT=qc_plots/Cu-1h.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Aug 29 10:11:18 PDT 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
207	99	28	969	235.071836	146.230855	10510	FR	35	73	113	155	199	241	281	325	467	917			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
255	15
256	15
257	21
258	24
259	26
260	22
261	21
262	26
263	25
264	16
265	21
266	26
267	25
268	22
269	20
270	24
271	19
272	15
273	16
274	12
275	18
276	22
277	25
278	21
279	22
280	24
281	21
282	20
283	17
284	17
285	17
286	14
287	16
288	19
289	16
290	28
291	15
292	17
293	18
294	14
295	11
296	20
297	21
298	23
299	18
300	18
301	20
302	23
303	14
304	16
305	16
306	13
307	13
308	15
309	20
310	16
311	15
312	25
313	17
314	10
315	20
316	15
317	10
318	18
319	12
320	30
321	13
322	18
323	14
324	11
325	15
326	20
327	16
328	13
329	11
330	24
331	15
332	17
333	13
334	15
335	13
336	22
337	24
338	11
339	15
340	16
341	14
342	21
343	17
344	18
345	15
346	15
347	9
348	22
349	23
350	17
351	14
352	16
353	16
354	17
355	15
356	14
357	8
358	14
359	23
360	12
361	14
362	12
363	5
364	17
365	18
366	16
367	17
368	16
369	16
370	9
371	9
372	15
373	18
374	20
375	7
376	12
377	10
378	10
379	22
380	16
381	10
382	16
383	17
384	17
385	13
386	9
387	13
388	11
389	7
390	11
391	9
392	13
393	11
394	15
395	19
396	20
397	11
398	14
399	9
400	13
401	13
402	14
403	11
404	14
405	13
406	15
407	16
408	9
409	16
410	17
411	7
412	10
413	16
414	16
415	13
416	14
417	16
418	6
419	10
420	13
421	7
422	10
423	19
424	11
425	10
426	12
427	7
428	5
429	8
430	9
431	10
432	7
433	10
434	12
435	13
436	8
437	10
438	9
439	10
440	8
441	7
442	6
443	10
444	10
445	12
446	4
447	11
448	5
449	7
450	6
451	5
452	11
453	6
454	7
455	6
456	6
457	10
458	13
459	10
460	6
461	10
462	9
463	7
464	8
465	9
466	10
467	6
468	13
469	3
470	5
471	8
472	10
473	8
474	8
475	9
476	5
477	4
478	9
479	7
480	7
481	8
482	7
483	3
484	7
485	6
486	14
487	9
488	8
489	6
490	6
491	7
492	8
493	10
494	7
495	9
496	9
497	5
498	2
499	5
501	5
502	4
503	6
504	4
505	6
506	6
507	6
508	3
509	9
510	5
511	6
512	3
513	4
514	4
515	4
516	3
517	5
518	4
519	5
520	5
521	5
522	1
523	1
524	5
525	7
526	8
527	6
528	3
529	4
530	3
531	2
532	4
533	2
534	5
535	6
536	6
537	3
538	4
539	7
540	2
541	6
542	4
543	3
544	5
545	7
546	3
547	7
548	4
549	6
550	4
551	3
552	3
553	1
554	4
555	6
556	3
557	7
558	3
559	4
560	4
561	2
562	5
563	4
564	3
565	3
566	2
567	1
568	2
569	1
570	3
571	2
572	3
573	2
574	5
575	4
576	4
577	3
578	4
579	1
580	1
581	4
582	2
583	4
584	5
585	3
586	3
587	1
588	4
589	3
590	3
591	2
593	3
594	3
595	3
596	1
597	2
598	2
599	2
600	2
601	3
602	3
603	2
604	2
605	3
606	1
607	2
608	2
609	4
610	5
612	1
613	1
614	5
615	1
616	1
617	3
618	2
619	2
620	3
621	5
622	1
623	2
624	2
625	2
626	2
627	2
628	2
629	3
630	1
631	1
632	5
633	1
634	2
635	3
636	4
637	2
638	3
639	2
640	3
641	3
642	1
643	3
647	3
650	1
651	1
653	1
655	1
656	2
657	1
658	3
659	1
660	2
661	1
663	2
665	2
666	3
668	4
669	1
670	1
671	1
673	3
674	1
676	1
677	3
679	1
680	3
682	1
683	4
684	1
686	1
687	2
688	1
689	1
690	1
692	2
698	1
699	1
700	1
701	2
703	2
704	2
706	1
707	1
708	1
710	1
711	3
713	1
715	1
716	3
717	1
718	1
719	1
720	1
723	1
724	2
727	1
728	1
729	1
736	1
737	1
738	1
739	1
742	1
744	1
745	1
748	1
749	1
750	1
758	1
761	1
763	1
764	1
765	2
766	1
767	1
768	1
773	1
774	1
778	1
788	1
790	1
797	2
803	1
804	1
814	1
820	1
828	1
834	1
851	1
876	1
912	1
942	1
969	1

