## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=qc_plots/Cz-1h.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=/srv/scratch/shared/nandi/projects/training-camp-2016/run/Cz-1h/out/align/rep1/Cz-1h_S2_L001_R1_001.trim.PE2SE.nodup.bam OUTPUT=qc_plots/Cz-1h.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Aug 29 10:11:06 PDT 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
133	70	26	993	173.674647	128.704902	77227	FR	35	65	91	115	141	161	183	259	449	931			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
255	135
256	111
257	117
258	133
259	138
260	118
261	96
262	127
263	110
264	121
265	99
266	111
267	92
268	111
269	90
270	100
271	90
272	98
273	103
274	102
275	89
276	95
277	92
278	103
279	88
280	104
281	81
282	89
283	85
284	88
285	102
286	87
287	84
288	92
289	83
290	90
291	78
292	82
293	94
294	75
295	85
296	82
297	79
298	95
299	84
300	76
301	89
302	75
303	85
304	75
305	70
306	77
307	75
308	77
309	67
310	69
311	77
312	84
313	95
314	75
315	70
316	75
317	72
318	61
319	78
320	67
321	77
322	73
323	76
324	69
325	72
326	60
327	74
328	65
329	76
330	70
331	72
332	77
333	53
334	72
335	96
336	65
337	72
338	72
339	66
340	72
341	97
342	61
343	52
344	64
345	50
346	74
347	81
348	57
349	88
350	54
351	74
352	69
353	53
354	78
355	70
356	80
357	65
358	57
359	59
360	70
361	70
362	62
363	53
364	73
365	55
366	68
367	62
368	62
369	82
370	49
371	55
372	51
373	66
374	71
375	54
376	74
377	54
378	48
379	69
380	41
381	60
382	56
383	61
384	49
385	53
386	35
387	55
388	55
389	55
390	47
391	42
392	65
393	44
394	51
395	47
396	55
397	41
398	50
399	58
400	58
401	44
402	59
403	38
404	67
405	31
406	35
407	46
408	36
409	43
410	37
411	37
412	57
413	42
414	49
415	47
416	30
417	39
418	44
419	35
420	44
421	38
422	33
423	45
424	31
425	41
426	41
427	44
428	26
429	32
430	39
431	38
432	30
433	30
434	35
435	26
436	37
437	23
438	34
439	29
440	32
441	38
442	42
443	30
444	34
445	33
446	31
447	28
448	24
449	26
450	29
451	29
452	22
453	31
454	25
455	32
456	27
457	21
458	29
459	23
460	14
461	20
462	22
463	38
464	34
465	21
466	30
467	23
468	24
469	28
470	32
471	26
472	32
473	25
474	26
475	24
476	31
477	24
478	20
479	19
480	19
481	25
482	25
483	20
484	32
485	18
486	14
487	18
488	21
489	21
490	27
491	27
492	21
493	19
494	19
495	27
496	17
497	21
498	20
499	24
500	22
501	15
502	18
503	23
504	26
505	14
506	20
507	18
508	17
509	20
510	23
511	15
512	21
513	23
514	14
515	18
516	25
517	24
518	24
519	15
520	17
521	23
522	22
523	8
524	20
525	16
526	20
527	27
528	16
529	14
530	14
531	22
532	17
533	19
534	18
535	23
536	21
537	19
538	16
539	8
540	14
541	11
542	17
543	15
544	11
545	19
546	12
547	12
548	13
549	15
550	13
551	19
552	11
553	14
554	9
555	17
556	20
557	8
558	11
559	17
560	15
561	10
562	12
563	13
564	16
565	9
566	8
567	13
568	17
569	15
570	14
571	9
572	11
573	13
574	15
575	12
576	10
577	7
578	12
579	10
580	11
581	15
582	14
583	6
584	11
585	7
586	4
587	9
588	8
589	11
590	12
591	12
592	11
593	7
594	13
595	4
596	8
597	5
598	5
599	7
600	6
601	13
602	7
603	5
604	7
605	12
606	9
607	11
608	3
609	7
610	7
611	10
612	6
613	8
614	5
615	6
616	5
617	6
618	9
619	6
620	10
621	4
622	12
623	8
624	6
625	10
626	8
627	5
628	4
629	8
630	8
631	14
632	8
633	3
634	5
635	4
637	3
638	8
639	3
640	7
641	6
642	5
643	6
644	4
645	9
646	4
647	5
648	5
649	8
650	2
651	4
652	4
653	6
654	6
655	6
656	5
657	3
658	4
659	4
660	6
661	3
662	6
663	3
664	6
665	4
666	4
667	6
668	6
669	4
670	5
671	1
672	6
673	4
674	1
675	5
676	3
677	4
678	5
679	4
680	4
681	4
682	3
683	3
684	1
685	5
686	2
687	3
688	7
689	4
690	3
691	2
692	3
693	4
694	2
695	8
696	2
697	3
698	2
699	4
700	4
701	3
702	5
703	5
704	1
705	4
706	1
707	1
708	1
709	4
710	4
711	6
712	5
713	1
715	3
717	6
718	2
719	2
720	1
722	2
723	1
724	3
725	5
726	2
727	4
729	3
730	1
732	3
733	1
734	2
735	1
736	2
737	2
738	4
739	4
740	5
741	2
742	1
743	1
744	1
745	1
746	2
749	3
750	2
751	2
752	1
753	1
754	2
756	1
757	1
758	2
759	1
760	3
761	3
762	1
764	4
765	1
766	3
767	4
768	3
769	2
771	1
772	1
774	1
775	2
776	1
780	1
781	1
783	1
784	1
785	2
786	1
787	3
791	1
792	2
796	1
797	2
798	2
799	1
800	1
802	1
803	1
804	1
806	1
808	4
809	2
812	2
814	1
815	1
817	2
818	1
824	1
827	1
829	1
835	1
836	1
840	1
841	1
842	1
844	1
847	3
850	1
855	1
856	1
861	1
864	1
868	1
874	1
877	1
883	1
905	1
907	1
911	2
917	1
921	1
944	1
961	1
965	1
976	1
993	1

